GloboLakes_ID,LakeName,Latitude,Longitude,Country,Type,Elevation,LakeSize,Group,OverallAvg,OverallMeanAmp,misclassified
1130,TUOSU Lake,37.13,96.94,China,Lake,2797,10,5,6.596852778,16.40935238,FALSE
1145,KUS,40.19,27.96,Turkey,Lake,24,8,1,16.34768005,21.855401,FALSE
1146,ABIJATA Lake,7.6,38.59,Ethiopia,Lake,1640,6,6,23.43550688,3.65721955,FALSE
1148,MATTAMUSKEET,35.5,-76.2,United States,Lake,1,10,1,17.86898868,22.74021575,FALSE
1169,WABIGOON Lake,49.65,-92.54,Canada,Lake,378,6,5,7.085016651,21.9603947,FALSE
1170,GREAT Lake,-41.89,146.75,Australia,Reservoir,1155,13,7,8.87188003,13.41878746,FALSE
1174,JILI Lake,46.92,87.45,China,Lake,481,11,9,8.72753213,24.09683358,FALSE
1184,GUSINOYE,51.2,106.39,Russia,Lake,547,13,5,6.277296746,21.31561535,FALSE
1187,OZHOGINO,69.25,146.64,Russia,Lake,46,20,4,1.960923611,15.90919447,FALSE
1188,CLEAR Lake,39.02,-122.77,United States,Lake,474,8,1,17.26711004,17.62393806,FALSE
1190,GRANGE DE MONTE ALEGRE,-2.29,-54.31,Brazil,Lake,22,38,3,29.60959325,0.490710218,FALSE
1193,CANYON FERRY Lake,46.5,-111.56,United States,Reservoir,1249,13,9,8.059234145,21.57450783,FALSE
1195,ZZZZ,-54.07,-69.04,Chile,Lake,77,15,7,5.988624488,7.81613912,FALSE
1196,"GALILEE, Sea of",32.8,35.59,Israel,Lake,-202,10,2,23.21247177,13.45668927,FALSE
1199,DEVILS Lake,48.02,-98.97,United States,Lake,433,27,5,7.196029783,21.97203434,FALSE
1201,VANAJAVESI,61.18,24.09,Finland,Lake,93,9,5,6.588641686,20.82883054,FALSE
1204,KASUMIGAURA,36.05,140.37,Japan,Lake,1,13,1,16.78778018,22.67319015,FALSE
1205,DAIHAI Sea,40.55,112.66,China,Lake,1312,5,9,9.177755701,23.54708392,FALSE
1206,DUSHAN Lake,34.97,116.87,China,Lake,30,31,1,15.25219814,27.05967798,FALSE
1207,PUYEHUE,-40.68,-72.47,Chile,Lake,249,8,8,13.59482198,9.290194335,FALSE
1208,CHLYA,53.43,140.04,Russia,Lake,5,13,5,5.547371299,21.82979732,FALSE
1221,PELICAN Lake,52.46,-100.34,Canada,Lake,256,12,5,6.96741616,22.16597506,FALSE
1222,BEAVERHILL Lake,53.46,-112.54,Canada,Lake,674,10,5,6.461401084,21.61858354,FALSE
1236,ULUBAT,40.17,28.59,Turkey,Lake,7,8,1,16.50296392,23.98131662,FALSE
1237,FINGER Lake,53.15,-93.49,Canada,Lake,295,18,5,4.904292053,19.08103285,FALSE
1240,PYHÄJÄRVI,61,22.28,Finland,Lake,52,14,5,6.691577269,20.12390382,FALSE
1241,TEFÉ,-3.45,-64.75,Brazil,Lake,44,9,3,30.97488889,2.629183781,FALSE
1246,LAPPAJÄRVI,63.15,23.67,Finland,Lake,85,17,5,5.707276509,20.06525207,FALSE
1248,BARINGO,0.63,36.08,Kenya,Lake,1056,7,3,27.9146541,1.818489884,FALSE
1249,WALKER Lake,54.7,-96.94,Canada,Lake,210,9,5,5.615591064,21.3398238,FALSE
1257,TAGE,-3.89,136.33,Indonesia,Lake,1563,8,6,23.33250929,0.917472326,FALSE
1259,STROBEL,-48.37,-71.23,Argentina,Lake,733,8,7,5.973090044,5.411969623,FALSE
1264,JUNÍN,-11.02,-76.15,Peru,Lake,3975,9,8,13.35341843,2.754511909,FALSE
1266,WELLINGTON,-38.1,147.32,Australia,Lake,26,8,8,15.95107844,12.47499222,FALSE
1270,BOHU Lake,30.15,116.44,China,Lake,11,7,1,18.89550968,26.42781365,FALSE
1282,TEPOUMA,-1.81,-56,Brazil,Lake,27,8,3,30.41191649,0.958168281,FALSE
1286,KARASOR,49.87,75.57,Kazakhstan,Lake,628,12,5,6.38554675,21.69381696,FALSE
1293,ZZZZ,34.2,45.02,Iraq,Reservoir,96,15,2,21.17587015,18.48268299,FALSE
1294,AIRAG Lake,48.9,93.44,Mongolia,Lake,1058,13,5,7.013137633,22.57258483,FALSE
1295,LLANCANELO,-35.62,-69.15,Argentina,Lake,1337,17,8,12.29582072,16.89432256,TRUE
1307,MAINIT,9.44,125.52,Philippines,Lake,34,6,3,29.85702978,2.973239372,FALSE
1323,PALUNG Lake,30.87,83.58,China,Lake,5182,9,4,3.282925419,10.57600415,FALSE
1327,TUDAKUL Lake,39.85,64.83,Uzbekistan,Lake,196,13,1,15.68401166,23.17826125,FALSE
1355,GENERAL VINTTER/PALENA Lake,-43.93,-71.53,Argentina; Chile,Lake,974,5,7,7.859708654,7.34056094,FALSE
1358,FUTOU Lake,30.04,114.2,China,Lake,22,6,2,20.51033276,23.25093453,FALSE
1359,WANAPITEI Lake,46.73,-80.74,Canada,Lake,278,11,5,7.636544039,20.67109889,FALSE
1360,QAMYSTYBAS,46.2,61.78,Kazakhstan,Lake,58,10,9,10.19779087,25.9760461,FALSE
1361,ZZZZ,22.99,-106.11,Mexico,Lagoon,3,3,3,27.16506838,9.408262689,FALSE
1368,KISSIMMEE,27.9,-81.27,United States,Lake,15,6,2,25.23296064,14.44902387,FALSE
1370,CALLING Lake,55.24,-113.31,Canada,Lake,596,12,5,6.145219828,19.57870243,FALSE
1375,CANDLE Lake,53.82,-105.29,Canada,Lake,495,11,5,6.068855992,20.11090815,FALSE
1377,ROMBEBAI,-1.87,137.92,Indonesia,Lake,5,7,3,30.83188092,1.122828798,FALSE
1381,SOLUNTAKH,71.71,143.24,Russia,Lake,14,20,4,1.754511111,14.72460387,FALSE
1382,DUNG Lake,31.7,91.16,China,Lake,4560,6,4,4.793629709,13.46250759,FALSE
1392,TYRIFJORDEN,60.02,10.17,Norway,Lake,87,6,5,6.575555234,20.8268927,FALSE
1421,NANHU Lake,31.11,118.89,China,Lake,1,13,1,17.7198321,27.92508097,FALSE
1422,HINDMARSH,-36.04,141.91,Australia,Lake,120,9,8,15.96409219,12.74211096,FALSE
1423,SKAGERN,58.99,14.25,Sweden,Lake,69,9,9,8.076227705,19.82403064,FALSE
1424,GOOSE Lake,54.44,-101.54,Canada,Lake,274,12,5,6.191745085,21.3952825,FALSE
1425,WASEKAMIO Lake,56.74,-108.76,Canada,Lake,423,8,5,5.498269527,19.97869206,FALSE
1430,LUOMA Lake,34.06,118.21,China,Lake,1,15,1,15.98273513,27.8553389,FALSE
1434,ÁLVARO  OBREGÓN,27.97,-109.8,Mexico,Reservoir,86,8,2,25.43553134,13.06366971,FALSE
1467,ROSS R. BARNETT Reservoir,32.47,-90.01,United States,Reservoir,88,6,2,21.0588896,21.05898625,FALSE
1479,"ATITLÁN, Lago de",14.67,-91.2,Guatemala,Lake,1615,5,6,22.86799448,3.135070573,FALSE
1489,WINEFRED Lake,55.51,-110.53,Canada,Lake,595,10,5,5.542667317,19.82610306,FALSE
1493,APOPKA,28.62,-81.62,United States,Lake,22,7,2,24.42978575,15.45101085,FALSE
1498,SEBAGO Lake,43.85,-70.55,United States,Lake,85,5,9,10.29151648,23.90687131,FALSE
1505,SNIARDWY,53.76,21.75,Poland,Lake,131,8,9,8.89386765,22.92864296,FALSE
1510,"QUILL LAKES, East",51.91,-104.04,Canada,Lake,518,13,5,6.242160143,21.48486645,FALSE
1511,PELLEGRINI Lake,-38.7,-68.01,Argentina,Lake,281,7,8,15.02451661,14.56866441,FALSE
1516,BAUNT,55.21,112.98,Russia,Lake,1127,9,4,3.514241902,17.84496705,FALSE
1518,CILDIR,41.03,43.23,Turkey,Lake,1969,8,5,7.562832828,19.7728173,FALSE
1524,GORDON Lake,56.51,-110.45,Canada,Lake,458,11,5,5.56654443,20.73764105,FALSE
1529,TRASIMENO,43.14,12.1,Italy,Lake,259,9,1,15.94378811,21.23405035,FALSE
1535,GRANDE DO CURUAI,-2.15,-55.51,Brazil,Lake,18,24,3,30.4634744,1.391312052,FALSE
1537,VICTORIA,-34.02,141.3,Australia,Lake,52,7,8,17.53626596,13.4260024,FALSE
1540,ZZZZ,67.55,-127.06,Canada,Lake,293,16,4,2.527051904,14.6696797,FALSE
1547,CREAN Lake,54.09,-106.17,Canada,Lake,524,9,5,5.964119784,19.20046891,FALSE
1555,INDAWGYI Natural Lake,25.15,96.34,Burma,Lake,288,5,3,27.55087743,10.75755297,FALSE
1569,NIDILI,63.61,125.19,Russia,Lake,136,12,4,3.348113484,21.14244893,FALSE
1573,UNARBA 2-ya,68.38,155.08,Russia,Lake,28,12,4,2.426246849,15.9236665,FALSE
1576,ZZZZ,64.62,-121.61,Canada,Lake,159,13,4,3.861121443,18.18181276,FALSE
1582,NIGHT HAWK Lake,48.44,-80.98,Canada,Lake,287,9,5,6.9216332,23.19128152,FALSE
1583,CALAFQUÉN,-39.53,-72.15,Chile,Lake,262,7,8,14.50201258,9.780444051,FALSE
1594,SUGGI Lake,54.36,-102.78,Canada,Lake,289,11,5,6.18691376,21.30268162,FALSE
1596,BOLSENA,42.6,11.93,Italy,Lake,368,8,1,16.44197247,16.82484325,FALSE
1608,"KIRPILSKIY, BOLSHOY ORLINYY, ZOLOTOY, et al.",45.82,38.19,Russia,Lake,11,11,9,11.95852475,26.89788477,FALSE
1616,POELELA,-24.52,35.02,Mozambique,Lagoon,11,4,6,25.48817179,7.844733367,FALSE
1618,MIYUN Reservoir,40.51,116.94,China,Reservoir,130,10,9,10.75894363,25.95266901,FALSE
1623,WILLIAM Lake,53.89,-99.38,Canada,Lake,266,10,5,5.393114039,21.11209891,FALSE
1627,AZUEI,18.57,-71.96,Haiti; Dominican Republic,Lake,33,7,3,28.10563954,3.476506797,FALSE
1629,BULMER Lake,62.8,-120.77,Canada,Lake,183,8,5,4.286882074,19.8626315,FALSE
1632,NARVSKOYE VODOKHRANILISHCHE,59.28,28.15,Russia; Estonia,Lake,22,9,5,7.159844821,23.01347173,FALSE
1640,DAVY Lake,58.87,-108.26,Canada,Lake,346,6,5,4.967165658,19.91986938,FALSE
1649,MÜRITZ,53.42,12.68,Germany,Lake,63,9,9,9.934382614,22.02820331,FALSE
1656,ZZZZ,-29.7,-50.09,Brazil,Lagoon,28,7,6,21.01624504,10.96834896,FALSE
1658,DONGPING Lake,36.01,116.18,China,Lake,13,8,1,14.3345367,28.57531449,FALSE
1659,NAIVASHA,-0.77,36.36,Kenya,Lake,2074,7,6,21.83835064,1.862203848,FALSE
1666,ZZZZ,67.69,-131.79,Canada,Lake,157,15,4,2.897332221,15.99383013,FALSE
1676,EGG Lake,55.06,-105.56,Canada,Lake,379,10,5,6.177505024,21.60943462,FALSE
1703,KISTIGAN Lake,54.6,-92.66,Canada,Lake,192,6,5,4.93652412,19.91560468,FALSE
1706,ROCKY Lake,54.12,-101.48,Canada,Lake,261,8,5,6.090443862,20.67525957,FALSE
1714,POYGAN,44.12,-88.87,United States,Lake,229,10,9,10.03215808,27.26270523,FALSE
1734,OMUK-KYUEL',71.01,147.16,Russia,Lake,9,22,4,1.43704236,15.80652697,FALSE
1735,MALARTIC,48.34,-78.11,Canada,Lake,304,6,5,6.597093035,23.00779178,FALSE
1740,MARFIL,-15.52,-60.24,Bolivia; Brazil,Lake,247,4,3,28.86766883,5.224886079,FALSE
1745,SKILAK Lake,60.44,-150.4,United States,Lake,73,8,4,2.570119631,11.59154689,FALSE
1748,ALMANOR,40.26,-121.19,United States,Lake,1403,9,9,10.46491514,22.72838649,FALSE
1752,"PARANAPITINGA, POCÃO GRANDE, Lago do",-2.11,-55.63,Brazil,Lake,23,7,3,30.69854877,1.448767021,FALSE
1756,GREAT SACANDAGA Lake,43.2,-74.1,United States,Reservoir,252,4,9,9.380063773,24.11618978,FALSE
1761,CASCADE,44.63,-116.1,United States,Reservoir,1526,6,5,7.994165713,22.82517096,TRUE
1771,RWERU,-2.39,30.32,Burundi; Rwanda,Lake,1373,6,6,25.08819223,2.833949204,FALSE
1774,KABELE,-8.94,25.97,DR Congo,Lake,607,8,3,27.6954862,5.230930305,FALSE
1787,BOLSHOYE EROVNOYE,52.62,111.49,Russia,Lake,954,9,5,4.559285774,20.13164164,FALSE
1793,SHALKAR-EGAKARA,50.75,60.89,Russia,Lake,304,6,5,7.381053083,23.79169441,FALSE
1801,KABWE,-9.16,26.02,DR Congo,Lake,586,5,3,27.69088902,5.570497838,FALSE
1802,SAN PEDRO,-31.37,-60.47,Argentina,Lake,9,12,6,21.01595022,12.92999136,FALSE
1815,LITTLE SACHIGO Lake,54.15,-92.11,Canada,Lake,226,9,5,5.045775699,20.36762291,FALSE
1818,MANITOU,45.78,-81.99,Canada,Lake,226,6,9,8.447586168,21.91105142,FALSE
1831,GLAFSFJORDEN,59.52,12.7,Sweden,Lake,64,9,5,7.635110326,22.29294044,FALSE
1832,NORTH WABASCA Lake,56.04,-113.91,Canada,Lake,550,9,5,6.109953571,21.11235271,FALSE
1840,ERCEK,38.67,43.59,Turkey,Lake,1850,8,9,10.84029252,22.46249799,FALSE
1841,INAWASHIRO,37.47,140.09,Japan,Lake,530,6,9,12.28276678,22.10699242,FALSE
1853,MANDIORÉ,-18.13,-57.56,Brazil; Bolivia,Lake,232,7,3,28.08524866,8.366071709,FALSE
1869,IHOTRY,-21.94,43.67,Madagascar,Lake,72,9,6,26.65880032,8.794010519,FALSE
1887,ZZZZ,53.88,70.65,Kazakhstan,Lake,77,8,9,7.967166284,28.27244011,FALSE
1893,ROXEN,58.49,15.64,Sweden,Lake,38,7,9,8.200058139,22.29495189,FALSE
1904,ZZZZ,-0.23,116.47,Indonesia,Lake,40,5,3,30.46749222,1.47124633,FALSE
1908,SLED Lake,54.46,-107.39,Canada,Lake,469,8,5,6.12844638,21.44844055,FALSE
1910,PIGEON Lake,53.02,-114.07,Canada,Lake,850,9,5,6.241486679,20.0426808,FALSE
1941,VALLI DI COMACCHIO,44.6,12.16,Italy,Lagoon,1,6,1,16.23572908,24.65964109,FALSE
1943,CHIUTA,-14.78,35.85,Malawi; Mozambique,Lake,634,5,6,25.32236733,7.97627361,FALSE
1945,KEELEY Lake,54.89,-108.13,Canada,Lake,458,9,5,6.145363073,20.4928804,FALSE
1951,QUACHUNA Lake,-13.15,-65.79,Bolivia,Lake,196,12,3,28.2587894,3.227377627,FALSE
1954,ZZZZ,-17.52,-57.78,Brazil; Bolivia,Lake,98,13,3,27.83277137,7.013471563,FALSE
1975,EPECUÉN,-37.14,-62.87,Argentina,Lake,113,8,8,16.05406683,15.64392303,FALSE
1984,UNDEN,58.77,14.46,Sweden,Lake,116,9,5,7.821626698,19.88617761,FALSE
1989,DOG Lake,51.05,-98.49,Canada,Lake,248,8,5,7.386954517,23.64902716,FALSE
1993,XIASHAN Reservoir,36.43,119.45,China,Reservoir,23,7,1,13.61935198,28.71602985,FALSE
1997,SYRKOVOYE,60.65,64.98,Russia,Lake,60,10,5,4.812799588,22.55499358,FALSE
2012,PUEBLO VIEJO,22.14,-97.89,Mexico,Lagoon,9,4,3,26.76514281,10.31264858,FALSE
2015,"BARROS, Lagoa dos",-29.93,-50.37,Brazil,Lake,136,6,6,21.3745688,11.78608122,FALSE
2018,YUELIANG Lake,45.7,123.87,China,Lake,106,15,9,8.483074353,26.20973344,FALSE
2019,TURSUNSKIY TUMAN,60.56,63.96,Russia,Lake,46,9,5,5.246560963,22.70386437,FALSE
2021,LAWFORD Lake,54.49,-96.66,Canada,Lake,207,6,5,5.822176329,20.86517733,FALSE
2027,KOSTROMSKOYE,57.92,40.72,Russia,Lake,108,8,5,7.187318361,24.38388592,FALSE
2048,LINGGO Lake,33.85,88.58,China,Lake,5097,7,4,2.315653897,9.306082304,FALSE
2054,VUOHIJÄRVI,61.18,26.7,Finland,Lake,82,7,5,5.871542987,20.95621963,FALSE
2064,KAWEENAKUMIK Lake,52.82,-99.51,Canada,Lake,259,7,5,6.677291262,23.23835748,FALSE
2092,"CASTILLOS, Laguna de",-34.33,-53.9,Uruguay,Lake,8,7,8,17.70963371,13.10032343,FALSE
2097,PAKWASH Lake,50.75,-93.53,Canada,Lake,353,6,5,5.798334637,21.02860705,FALSE
2099,"MONTE, Laguna del",-36.99,-62.47,Argentina,Lake,113,10,8,15.80639214,15.6718541,FALSE
2102,MAWDESLEY Lake,54.03,-100.63,Canada,Lake,257,5,5,6.372134033,22.28263156,FALSE
2104,DATONG Lake,29.21,112.49,China,Lake,28,4,2,20.93291611,22.22825113,FALSE
2107,OROTKO,70.84,138.39,Russia,Lake,9,22,4,1.507842552,16.16006625,FALSE
2111,CIENAGA CHILLOA,9.15,-74.06,Colombia,Lake,27,6,3,31.75945358,2.92570464,FALSE
2112,ITARIM,-2.2,-54.7,Brazil,Lake,17,24,3,29.8216389,0.697417584,FALSE
2117,BIRCH Lake,62.07,-116.57,Canada,Lake,194,11,5,4.864422535,21.19627658,FALSE
2129,KAHUL Lake,45.43,28.43,Ukraine; Moldova,Lake,10,7,9,12.30382507,26.54239467,FALSE
2130,TADENET Lake,68.64,-126.09,Canada,Lake,182,13,4,2.340813284,13.7510275,FALSE
2132,SPRING Lake,41.99,-90.15,United States,Lake,178,4,9,10.16946793,24.89078215,FALSE
2148,KISHI QARAOY KOLI,54.03,71.34,Kazakhstan,Lake,48,8,9,8.36941038,27.32421378,FALSE
2156,CHANGDANG Lake,31.61,119.55,China,Lake,1,7,1,18.67467812,26.61545483,FALSE
2162,GULL Lake,52.54,-114.01,Canada,Lake,913,8,5,5.636396969,19.98161235,FALSE
2167,LUBANS,56.77,26.88,Latvia,Lake,105,8,9,7.720085267,23.76223393,TRUE
2168,MILLWOOD Lake,33.77,-93.96,United States,Lake,85,6,2,19.84086635,22.47683351,FALSE
2179,SEMMENS Lake,55.04,-94.16,Canada,Lake,167,6,5,4.893398693,20.36893337,FALSE
2190,"CHILA, Laguna de",22.22,-98.08,Mexico,Lake,9,4,3,28.16920413,11.885242,FALSE
2192,BUFFALO Lake,52.48,-112.92,Canada,Lake,792,6,5,6.220089225,20.77098921,FALSE
2201,BILIKOL,43.04,70.7,Kazakhstan,Lake,436,9,9,12.52146161,26.9706252,FALSE
2226,KHANSKOYE,46.24,38.35,Russia,Lake,6,7,9,11.35783431,25.90852852,FALSE
2228,ZZZZ,-52.04,-72.47,Chile,Lake,86,7,7,6.285023069,12.56973432,FALSE
2239,URYUM,54.55,78.49,Russia,Lake,107,9,5,6.76132177,25.70392143,FALSE
2243,PARU,-1.9,-55.81,Brazil,Lake,13,25,3,29.93984521,1.021254765,FALSE
2263,KAZAN Lake,55.55,-108.33,Canada,Lake,443,6,5,5.930542993,21.25906529,FALSE
2264,KURILSKOYE,51.46,157.1,Russia,Lake,150,4,4,3.565193592,11.21769954,FALSE
2271,KINKONY,-16.16,45.8,Madagascar,Lake,63,6,3,28.21258954,6.441417128,FALSE
2273,CHONDUYA,68.58,152.3,Russia,Lake,29,14,4,2.615456542,16.98217131,FALSE
2276,KOTCHO Lake,59.08,-121.13,Canada,Lake,620,8,5,4.838754295,19.89290045,FALSE
2280,IBERÁ WETLANDS,-28.07,-56.79,Argentina,Lake,54,4,6,21.66796824,13.14309121,FALSE
2285,EBEYTY,54.65,71.73,Russia,Lake,114,7,9,7.791518656,24.34870583,TRUE
2313,IHEMA,-1.89,30.77,Rwanda,Lake,1355,4,6,25.56929748,2.762420307,FALSE
2314,KHUKH Lake,49.52,115.58,Mongolia,Lake,568,8,5,6.401346035,23.15364973,FALSE
2317,CHIEMSEE,47.88,12.44,Germany,Lake,526,6,9,10.74260863,22.23084239,FALSE
2323,PEERLESS Lake,56.63,-114.66,Canada,Lake,689,8,5,5.53865435,18.86293372,FALSE
2326,CHIP Lake,53.65,-115.38,Canada,Lake,793,8,5,5.802428664,23.49503295,FALSE
2330,HARGRAVE Lake,54.47,-99.68,Canada,Lake,267,8,5,5.526260898,21.98066866,FALSE
2331,ANDREEVSKOYE,58.92,66.9,Russia,Lake,50,8,5,5.853332399,24.60665897,FALSE
2335,BIRCH Lake,64.36,-121.96,Canada,Lake,163,8,4,3.830587213,19.01971258,TRUE
2336,NORRA DELLEN,61.87,16.71,Sweden,Lake,52,10,5,6.378014374,19.88504386,FALSE
2345,HOUGHTON Lake,44.34,-84.71,United States,Lake,347,5,9,9.379073976,23.87067789,FALSE
2358,GLAN,58.64,15.98,Sweden,Lake,29,6,9,8.754517146,22.28072726,FALSE
2365,HAWIZEH MARSHES,31.6,47.63,Iraq,Lake,7,5,2,22.59079197,18.52065699,FALSE
2395,CADDABASSA,10.21,40.5,Ethiopia,Reservoir,562,6,3,28.25329348,4.267343298,FALSE
2408,ZZZZ,45.21,33.51,Ukraine,Lagoon,3,6,9,12.77542723,27.11146113,FALSE
2418,TURTLE Lake,53.61,-108.61,Canada,Lake,663,6,5,5.033125846,18.40526797,FALSE
2420,WATERHEN Lake,54.48,-108.46,Canada,Lake,482,6,5,6.000508635,21.96768913,FALSE
2421,CHITEK Lake,52.42,-99.41,Canada,Lake,262,7,5,6.832272423,22.71199033,FALSE
2425,NARAC,54.86,26.77,Belarus,Lake,175,7,9,7.852992311,21.96526104,TRUE
2436,WEYAKWIN Lake,54.48,-105.97,Canada,Lake,606,6,5,5.767914865,20.32026602,FALSE
2447,MARGARET Lake,58.96,-115.41,Canada,Lake,823,4,4,3.277917522,14.39826187,FALSE
2470,RICHARDSON Lake,58.39,-111.08,Canada,Lake,213,6,5,6.397157922,22.75188357,FALSE
2473,STORSJÖN,60.57,16.75,Sweden,Lake,50,6,5,6.984597014,21.67269872,FALSE
2477,WELLESLEY Lake,62.35,-139.82,Canada,Lake,585,7,4,4.013735741,17.23664777,FALSE
2484,CATEMACO,18.4,-95.04,Mexico,Lake,353,5,3,27.0000054,7.164091456,FALSE
2485,ZZZZ,67.39,-125.95,Canada,Lake,301,14,4,2.709223332,15.5765052,FALSE
2497,LEUSHINSKIY TUMAN,59.7,65.71,Russia,Lake,38,7,5,5.367654297,23.74347563,FALSE
2507,ZZZZ,50.14,68.39,Kazakhstan,Lake,324,5,9,8.253175551,25.21879879,FALSE
2518,ZZZZ,-51.9,-72.33,Chile,Lagoon,21,8,7,6.436210839,13.00197109,FALSE
2528,CHUKOCHYE,69.39,160.18,Russia,Lake,2,7,4,2.132792378,17.85680008,FALSE
2544,LENORE Lake,52.5,-104.97,Canada,Lake,532,7,5,6.40241144,22.18599388,FALSE
2550,ZZZZ,9.72,-74.71,Colombia,Lake,10,6,3,31.33892013,2.159713037,FALSE
2554,LEBSKO Lake,54.71,17.41,Poland,Lagoon,3,9,9,9.388318238,22.3787152,FALSE
2559,LA GAIBA Lake,-17.75,-57.73,Bolivia; Brazil,Lake,107,7,3,28.12203262,7.435167017,FALSE
